id,deviceId,deviceName,deviceConfigSlaveId,organizationId,organizationName,timestamp,readings
c9d1c550-92e4-1a4a-32f1-f0d3bc790ad1,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T10:00:00.000Z,"{""VoltageA"":228.82,""VoltageB"":228.15,""VoltageC"":230,""CurrentA"":22.36,""ActivePower"":4.73,""PowerFactor"":0.85,""PowerConsumption"":8.7,""Frequency"":49.95}"
339b187d-0c9e-2691-4e10-00af248f33a7,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T09:00:00.000Z,"{""VoltageA"":230.75,""VoltageB"":229.24,""VoltageC"":232.01,""CurrentA"":24.77,""ActivePower"":5.22,""PowerFactor"":0.86,""PowerConsumption"":8.78,""Frequency"":50.03}"
592d88b2-4dee-d071-cde7-d6739c21c58e,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T08:00:00.000Z,"{""VoltageA"":231.96,""VoltageB"":230.59,""VoltageC"":232.43,""CurrentA"":25.82,""ActivePower"":5.52,""PowerFactor"":0.87,""PowerConsumption"":8.86,""Frequency"":50.07}"
d009efcb-691a-c166-797d-50046e84440d,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T07:00:00.000Z,"{""VoltageA"":233.24,""VoltageB"":232.08,""VoltageC"":234.3,""CurrentA"":27.88,""ActivePower"":6.18,""PowerFactor"":0.89,""PowerConsumption"":8.94,""Frequency"":50.11}"
fe40c116-e27e-ba58-1469-bf11c542aa51,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T06:00:00.000Z,"{""VoltageA"":233.78,""VoltageB"":232.53,""VoltageC"":234.81,""CurrentA"":29.83,""ActivePower"":6.21,""PowerFactor"":0.9,""PowerConsumption"":9.02,""Frequency"":50.17}"
bd5f159d-4798-71aa-12ed-242797a8b10a,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T05:00:00.000Z,"{""VoltageA"":233.9,""VoltageB"":233,""VoltageC"":234.14,""CurrentA"":29.7,""ActivePower"":6.34,""PowerFactor"":0.9,""PowerConsumption"":9.1,""Frequency"":50.12}"
b9a2702a-6008-e57b-9713-f5f9a9f23f06,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T04:00:00.000Z,"{""VoltageA"":232.95,""VoltageB"":231.49,""VoltageC"":234.42,""CurrentA"":27.95,""ActivePower"":6.08,""PowerFactor"":0.9,""PowerConsumption"":9.18,""Frequency"":50.13}"
a61559b0-eb5a-8034-778e-98c668ea8465,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T02:00:00.000Z,"{""VoltageA"":230.84,""VoltageB"":229.26,""VoltageC"":231.71,""CurrentA"":24.47,""ActivePower"":5.46,""PowerFactor"":0.86,""PowerConsumption"":9.34,""Frequency"":50.01}"
991eb738-6fa5-d386-f6be-fa605d7be79f,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T00:00:00.000Z,"{""VoltageA"":228.35,""VoltageB"":227.53,""VoltageC"":229.29,""CurrentA"":18.43,""ActivePower"":4.11,""PowerFactor"":0.84,""PowerConsumption"":9.5,""Frequency"":49.93}"
5138792c-8bc5-af22-c621-aa9c96554f23,a0a447f8-db0a-2d48-0e7b-e8b8f43c52e9,Energy Meter 001,abc01f7a-b4a4-4f0e-2e5f-4e77d29e1839,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-05T22:00:00.000Z,"{""VoltageA"":226.9,""VoltageB"":225.88,""VoltageC"":226.96,""CurrentA"":16.89,""ActivePower"":3.86,""PowerFactor"":0.82,""PowerConsumption"":9.66,""Frequency"":49.86}"
ed2129f2-1829-90fa-7044-27fa1bda407b,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T10:00:00.000Z,"{""VoltageA"":227.14,""VoltageB"":225.98,""VoltageC"":227.98,""CurrentA"":16.77,""ActivePower"":3.88,""PowerFactor"":0.81,""PowerConsumption"":12.4,""Frequency"":49.86}"
b7edd6f9-4c2d-4065-b8f7-796a1b5e15fe,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T09:00:00.000Z,"{""VoltageA"":226.52,""VoltageB"":225.09,""VoltageC"":226.99,""CurrentA"":16.23,""ActivePower"":3.49,""PowerFactor"":0.82,""PowerConsumption"":12.48,""Frequency"":49.86}"
49309571-eabf-4a38-5d3e-74efe0240cd2,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T08:00:00.000Z,"{""VoltageA"":226.37,""VoltageB"":225.38,""VoltageC"":227.21,""CurrentA"":17.65,""ActivePower"":3.98,""PowerFactor"":0.82,""PowerConsumption"":12.56,""Frequency"":49.86}"
f745e9ef-ed1d-2fe4-913e-aa710e13509e,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T07:00:00.000Z,"{""VoltageA"":227.07,""VoltageB"":226.05,""VoltageC"":228.93,""CurrentA"":17.93,""ActivePower"":4.05,""PowerFactor"":0.83,""PowerConsumption"":12.64,""Frequency"":49.89}"
1e9c26a1-f7dc-8dac-1609-f57ce2b6462c,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T06:00:00.000Z,"{""VoltageA"":229,""VoltageB"":227.49,""VoltageC"":229.42,""CurrentA"":21.7,""ActivePower"":4.64,""PowerFactor"":0.83,""PowerConsumption"":12.72,""Frequency"":49.97}"
e20f0623-fbaa-d5da-1dc1-4121fd6cbdc5,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T05:00:00.000Z,"{""VoltageA"":229.77,""VoltageB"":228.92,""VoltageC"":230.94,""CurrentA"":24.2,""ActivePower"":5.19,""PowerFactor"":0.86,""PowerConsumption"":12.8,""Frequency"":49.98}"
6fbe2175-e0f6-a1e8-50a9-e0cfd76fb249,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T04:00:00.000Z,"{""VoltageA"":231.88,""VoltageB"":230.46,""VoltageC"":233.01,""CurrentA"":24.81,""ActivePower"":5.66,""PowerFactor"":0.87,""PowerConsumption"":12.88,""Frequency"":50.08}"
6626c1be-61b8-7aa4-cf11-f050bf104cfa,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T02:00:00.000Z,"{""VoltageA"":233.14,""VoltageB"":232.12,""VoltageC"":234.84,""CurrentA"":29.68,""ActivePower"":6.08,""PowerFactor"":0.9,""PowerConsumption"":13.04,""Frequency"":50.13}"
5a855c97-9ce0-5b96-fd20-db8ab9d4d8ab,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T00:00:00.000Z,"{""VoltageA"":232.89,""VoltageB"":232.49,""VoltageC"":233.82,""CurrentA"":28.64,""ActivePower"":6.42,""PowerFactor"":0.89,""PowerConsumption"":13.2,""Frequency"":50.13}"
1820d5b9-dd86-19c0-ef5d-91bf10b10e46,ad0e1a81-3899-cf0d-3834-b15139c91c27,Energy Meter 002,76a4280b-3245-06b3-a5b2-4aa080748037,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-05T22:00:00.000Z,"{""VoltageA"":231.08,""VoltageB"":230.32,""VoltageC"":231.7,""CurrentA"":23.99,""ActivePower"":5.4,""PowerFactor"":0.87,""PowerConsumption"":13.36,""Frequency"":50.07}"
b4c3ca8c-afdb-165b-1380-97599cc3e16e,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T10:00:00.000Z,"{""VoltageA"":231.46,""VoltageB"":230.64,""VoltageC"":233.23,""CurrentA"":26.45,""ActivePower"":5.56,""PowerFactor"":0.88,""PowerConsumption"":16.1,""Frequency"":50.1}"
234f89f9-e68c-c83f-aa5a-3bb44e11d271,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T09:00:00.000Z,"{""VoltageA"":230.61,""VoltageB"":229.6,""VoltageC"":232.02,""CurrentA"":23.43,""ActivePower"":5.03,""PowerFactor"":0.86,""PowerConsumption"":16.18,""Frequency"":50.02}"
2408f272-4f49-9754-52f5-8ad3a4c52741,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T08:00:00.000Z,"{""VoltageA"":228.5,""VoltageB"":227.49,""VoltageC"":230.24,""CurrentA"":21.97,""ActivePower"":4.69,""PowerFactor"":0.85,""PowerConsumption"":16.26,""Frequency"":49.96}"
39a66972-c059-2976-477c-56d667079df3,50721269-e628-a519-53b1-711cf83e4517,Energy Meter 003,ffcba61c-41dc-0ad6-dfa0-e51a19826942,260d819a-2473-7045-7f10-1a415c5df668,Greenfield Energy Co,2026-08-06T07:00:00.000Z,"{""VoltageA"":228.04,""VoltageB"":226.28,""VoltageC"":228.3,""CurrentA"":18.56,""ActivePower"":4.15,""PowerFactor"":0.83,""PowerConsumption"":16.34,""Frequency"":49.89}"
